,first name,last name,job,studies,salary
32066,Heather,Anthony,Film/video editor,secondary,22601.083668970685
32067,Jessica,Gallegos,Environmental manager,primary,18653.052615019966
32068,Stephanie,Tanner,Press photographer,primary,18905.464351051192
32069,Courtney,Lucas,"Designer, fashion/clothing",primary,18403.529260901076
32070,Jacqueline,Michael,Illustrator,secondary,20679.586258644726
32071,Patricia,Brown,Educational psychologist,primary,18315.389868419687
32072,Carlos,Perez,Furniture designer,tertiary,29547.981217508976
32073,Allison,Jones,Audiological scientist,primary,18363.27450139294
32074,Suzanne,Manning,"Engineer, automotive",primary,18633.739145102445
32075,David,Davis,Food technologist,primary,18810.366314946332
32076,Andrew,King,Dealer,tertiary,30069.252700128876
32077,Jerry,Collins,Acupuncturist,secondary,25049.71816901732
32078,Maria,Morales,Seismic interpreter,primary,18039.93004854456
32079,Crystal,Williams,Government social research officer,primary,19372.891255362654
32080,Jeremy,Mitchell,Insurance risk surveyor,secondary,21695.45271081374
32081,Timothy,Ingram,Television/film/video producer,secondary,23661.071785829186
32082,Stacy,Terry,"Doctor, hospital",secondary,20921.3034441614
32083,Christopher,Simpson,"Research officer, political party",primary,18376.018797961147
32084,Madeline,Olson,Animator,primary,18872.421369001957
32085,Rebecca,Davis,Operations geologist,primary,18095.49454397554
32086,Jessica,Joseph,Automotive engineer,primary,17537.669617441403
32087,Kimberly,Rivera,Immigration officer,primary,16757.3758314141
32088,Vincent,Johnson,"Editor, magazine features",primary,18812.42461423659
32089,Daniel,Bruce,Proofreader,primary,19441.49364188799
32090,Anna,Kaiser,Horticultural consultant,primary,16685.311095086672
32091,Dominique,Brown,Chartered management accountant,primary,17048.86039609831
32092,Teresa,Fisher,Water quality scientist,tertiary,30211.39108584992
32093,Ashley,Larson,Sport and exercise psychologist,primary,17566.45146105831
32094,Jacob,Tucker,"Nurse, learning disability",tertiary,31568.055800378817
32095,Angela,Miller,Theatre manager,tertiary,30301.244713176184
32096,Darrell,Scott,Fisheries officer,primary,19849.883665740756
32097,Samantha,Parrish,Financial adviser,primary,19308.345044677262
32098,Andre,Stevens,Herbalist,primary,17229.2522126762
32099,Emma,Galvan,Public relations account executive,tertiary,28697.11023414644
32100,Desiree,Brown,Research scientist (medical),primary,18074.76231211976
32101,Sandra,Rodriguez,"Engineer, biomedical",primary,20294.75672478629
32102,Pamela,Ballard,Multimedia programmer,primary,16928.701292990194
32103,Alexandria,Walsh,Paediatric nurse,secondary,22538.83548376265
32104,Erin,Garrison,"Designer, industrial/product",primary,17452.34348491812
32105,Barbara,Smith,Energy engineer,secondary,22325.75131761528
32106,Sara,Hodges,Production manager,secondary,22548.946495024673
32107,David,Roberts,"Designer, multimedia",primary,19743.628898080366
32108,Emily,Bailey,Toxicologist,tertiary,28404.694599753053
32109,Misty,Ochoa,Sports therapist,tertiary,30580.544866671622
32110,Michelle,White,Public house manager,primary,19297.845583065468
32111,Aaron,Wilson,Catering manager,tertiary,29145.138043401657
32112,Kathryn,Craig,"Education officer, community",secondary,21693.24930777602
32113,Brandon,Thornton,Engineering geologist,tertiary,29777.955964219247
32114,Timothy,Estrada,Trade union research officer,secondary,21548.92920934022
32115,Deanna,Torres,"Therapist, art",secondary,21954.247018539667
32116,Joseph,Vega,Horticultural therapist,primary,17667.65730462782
32117,Timothy,Smith,Special educational needs teacher,secondary,22316.98825970355
32118,Ryan,Walton,Field seismologist,primary,18174.212958520715
32119,Larry,Mcintosh,"Engineer, chemical",primary,17192.820450227493
32120,Wendy,Cooper,"Engineer, maintenance (IT)",primary,18726.66641976967
32121,Martin,Gilbert,"Nurse, mental health",primary,16781.857399383774
32122,Debbie,Roberts,"Engineer, production",primary,19173.25473108289
32123,Jason,Smith,"Librarian, academic",tertiary,29612.409301585027
32124,Sheena,Davis,Hydrographic surveyor,secondary,21770.479848584604
32125,Amanda,Hartman,Landscape architect,primary,17711.149909182004
32126,Katherine,Johnson,"Buyer, industrial",secondary,21785.37290435322
32127,Daniel,Butler,Patent examiner,tertiary,29341.81846039463
32128,Anna,Moran,"Engineer, building services",primary,16125.216475654339
32129,Debra,Singh,Museum/gallery exhibitions officer,secondary,23752.166829306476
32130,Veronica,Johnson,"Pharmacist, hospital",primary,18562.95867518324
32131,Sierra,Merritt,"Surveyor, planning and development",primary,16854.70059503843
32132,Christopher,Bonilla,Oncologist,primary,16379.724134699749
32133,Emily,Richmond,Medical technical officer,primary,18592.313813655885
32134,Jennifer,Shaffer,Sports development officer,primary,19235.79299787417
32135,Mario,Liu,Office manager,secondary,21879.949831726302
32136,Morgan,Cobb,Marine scientist,tertiary,30450.27670990591
32137,Ricky,Johnson,Planning and development surveyor,primary,18916.176209581437
32138,Alexandra,Merritt,Hydrogeologist,secondary,23276.778282186726
32139,John,Anderson,Insurance underwriter,primary,17371.100915159022
32140,Vincent,Gomez,Press photographer,primary,18298.898407828478
32141,Steven,Perez,Tourism officer,primary,16840.929033647662
32142,William,Meyer,Field trials officer,primary,19482.092513536172
32143,Katherine,Odom,Quarry manager,secondary,22589.578613555357
32144,Isaac,Spencer,Archaeologist,primary,18247.72523279327
32145,April,Charles,"Engineer, biomedical",primary,18317.809332006924
32146,Erica,Rios,"Accountant, chartered management",primary,17613.441943906426
32147,Katherine,Evans,Chief Strategy Officer,primary,17366.48992913213
32148,Victoria,Bernard,Visual merchandiser,secondary,21007.326038900115
32149,Kim,Cruz,Recycling officer,primary,17722.08423816054
32150,Lisa,Perry,Network engineer,secondary,21647.878719923614
32151,Alicia,Burton,Podiatrist,tertiary,28783.026313515515
32152,Joseph,Holland,Higher education lecturer,secondary,23278.038128227643
32153,James,Turner,Immigration officer,primary,19220.306774932436
32154,Steven,Pratt,"Therapist, music",secondary,21174.521512678388
32155,Timothy,Travis,Ranger/warden,primary,18830.812194591254
32156,Johnny,Marshall,"Designer, ceramics/pottery",primary,17737.362064883535
32157,Mario,Knight,"Accountant, chartered",secondary,22344.856367614135
32158,Noah,Thomas,Community pharmacist,primary,16770.655526991246
32159,Rebekah,Schultz,Chartered public finance accountant,secondary,22919.933843759987
32160,Raymond,Lee,Network engineer,primary,18126.659081904563
32161,Mark,Carter,Proofreader,primary,18093.37338215827
32162,Anthony,Wade,Commercial art gallery manager,primary,17442.19993250776
32163,Heidi,Horn,Environmental consultant,secondary,23502.87903412753
32164,Brittany,Walker,Landscape architect,secondary,20714.422162396142
32165,William,Merritt,Database administrator,primary,17376.725116993344
32166,Kayla,Johnson,"Engineer, site",primary,17421.274087880473
32167,Linda,Wade,Photographer,primary,18475.65758902575
32168,Joseph,Hutchinson,Occupational therapist,primary,17781.421481315752
32169,Anthony,Pratt,Production engineer,primary,17731.591558514192
32170,Jeffery,Kent,Forensic psychologist,primary,18332.233547016804
32171,Darren,David,Housing manager/officer,secondary,21851.66175477602
32172,Chase,Rivera,Consulting civil engineer,tertiary,28799.088337090816
32173,Mark,Alexander,Contractor,tertiary,30117.170598651133
32174,Melissa,Rodriguez,Financial controller,tertiary,29870.395561005997
32175,Sean,Scott,Psychiatric nurse,tertiary,29633.8944431496
32176,Ashley,Rodriguez,Physiological scientist,secondary,23078.58341481362
32177,Cynthia,Holmes,Pathologist,secondary,22339.211783590228
32178,Jennifer,Middleton,Herpetologist,primary,18635.140923050465
32179,Tiffany,Roberts,"Copywriter, advertising",secondary,21437.779444009324
32180,Christopher,Bryant,Manufacturing engineer,secondary,20151.77153505922
32181,Aimee,Barnett,Immigration officer,secondary,20992.631620303815
32182,Robert,Pitts,Radio producer,primary,16240.423591941413
32183,Christopher,Perez,Water engineer,secondary,25185.037942128623
32184,Michael,Robinson,"Therapist, speech and language",primary,17288.777864202253
32185,Courtney,Ortega,Technical sales engineer,tertiary,29685.058062132
32186,Jesse,Ortiz,TEFL teacher,secondary,20258.512832615197
32187,Renee,Hill,Pension scheme manager,primary,16979.408139343162
32188,Melanie,Hayden,Educational psychologist,primary,18465.751109822326
32189,Rebecca,Matthews,Diagnostic radiographer,secondary,20962.235292042544
32190,Lauren,Johnson,"Copywriter, advertising",primary,18163.56500492753
32191,Anna,Haynes,Field trials officer,primary,17606.0257695863
32192,Anthony,Luna,Surgeon,secondary,20850.83070217686
32193,Joanne,Lawrence,Production manager,tertiary,29452.722979336722
32194,Anne,Wright,Clinical biochemist,primary,17787.892814132938
32195,Helen,Morris,Phytotherapist,primary,16647.62209177213
32196,William,Woods,Land,primary,20285.07552818527
32197,Nicole,Clarke,"Doctor, hospital",tertiary,28305.894072628467
32198,Jerry,Duncan,Probation officer,primary,16516.901921313496
32199,April,Perez,Fitness centre manager,primary,16771.141216131367
32200,Erika,Singh,Insurance claims handler,primary,17532.312919128166
32201,Gabriel,Moore,Museum/gallery curator,primary,17092.804542381502
32202,David,Kelly,Data processing manager,primary,20481.250313324905
32203,Adrian,Ross,Conference centre manager,primary,18385.308203852634
32204,Tina,Cruz,Mechanical engineer,primary,18177.976417702666
32205,Jeremiah,Martinez,Hospital doctor,primary,16912.243792543923
32206,Kayla,Evans,Nutritional therapist,primary,17280.512549575196
32207,Daniel,Ramos,"Designer, industrial/product",primary,17599.666713499486
32208,Julie,Arroyo,Technical author,secondary,21953.056895518803
32209,Cameron,Young,Theatre stage manager,primary,18574.54020543027
32210,Karen,Mosley,"Engineer, mining",secondary,20482.90488851218
32211,Christina,Reeves,"Scientist, forensic",secondary,21249.07300592371
32212,Jeremy,Johnson,"Scientist, water quality",secondary,21606.560509227565
32213,Crystal,Dawson,"Designer, multimedia",secondary,23096.58912735678
32214,Summer,Dixon,Pharmacologist,primary,17469.483338795373
32215,Gerald,Edwards,Systems analyst,primary,17230.22354896176
32216,Scott,Murphy,Production engineer,tertiary,30263.910346195706
32217,Heather,Booth,Systems analyst,primary,17671.626006936756
32218,Larry,Griffin,Barista,primary,17669.156503386293
32219,Matthew,Hansen,Waste management officer,secondary,22466.87846014995
32220,Jason,Bean,Photographer,secondary,21981.844049105868
32221,Timothy,Wilson,Biomedical engineer,primary,17675.800464773518
32222,Kevin,Dixon,Chartered certified accountant,primary,18747.591614492612
32223,Heather,White,"Restaurant manager, fast food",secondary,20796.524751094203
32224,Eric,Werner,Museum/gallery curator,secondary,21396.68229931592
32225,Vicki,Juarez,Dramatherapist,primary,17195.29637334618
32226,Kristen,Schwartz,Aid worker,secondary,22561.644247598622
32227,Jacob,Hayes,"Therapist, art",secondary,20631.135874601467
32228,Christine,Rodriguez,Retail buyer,primary,18342.08975732299
32229,Elizabeth,Davis,"Engineer, automotive",primary,17840.100335220053
32230,Jessica,Spencer,"Librarian, academic",primary,16573.32795087605
32231,Anthony,Johnson,Research scientist (medical),primary,19812.052563989917
32232,Andre,Cortez,Mental health nurse,secondary,23181.804102963702
32233,Anthony,Carr,Agricultural engineer,primary,17993.557135805833
32234,Troy,Wall,Advertising account planner,tertiary,29533.373443663815
32235,Heather,Martin,Careers adviser,primary,17370.86180294127
32236,Antonio,Shepherd,Warden/ranger,tertiary,28880.926700001917
32237,Michael,Patel,"Research officer, trade union",primary,17828.264051415026
32238,Deborah,Barnett,Estate agent,secondary,23535.287320885167
32239,Melissa,Chen,Building services engineer,secondary,22506.125224037118
32240,Brandon,Hardy,Psychotherapist,secondary,22242.32751130345
32241,Cameron,Garcia,Child psychotherapist,primary,18547.14249880626
32242,Amy,Johnson,"Geologist, engineering",tertiary,30152.426563899702
32243,Andrew,Molina,Television floor manager,tertiary,30013.689164856838
32244,Nicholas,Watson,Community development worker,primary,17030.27039362401
32245,Kelli,Anderson,Pharmacologist,primary,17106.521515512202
32246,Christopher,Jones,"Psychotherapist, child",secondary,19698.800735722554
32247,Kevin,Willis,Maintenance engineer,primary,18896.29404114502
32248,Nicole,Hill,Network engineer,primary,17273.297392683842
32249,David,White,Graphic designer,primary,18287.913767929273
32250,Jerry,Page,"Designer, ceramics/pottery",secondary,21561.177846508777
32251,Mark,Bowers,Translator,secondary,21959.25829727802
32252,Maria,Thornton,Secondary school teacher,secondary,20915.27860723566
32253,Karen,Hernandez,Clinical molecular geneticist,primary,16914.99081393013
32254,Joseph,Lewis,Mudlogger,primary,16769.734684071558
32255,Andrew,Reynolds,"Surveyor, hydrographic",secondary,22585.09393561753
32256,Elizabeth,Martinez,Theatre director,secondary,22396.627581243174
32257,Kevin,Torres,Product manager,secondary,20722.26634096109
32258,Matthew,Bryant,Podiatrist,secondary,22449.05499333957
32259,Diana,Sims,"Restaurant manager, fast food",primary,17286.146683514507
32260,Rebecca,Curtis,Medical laboratory scientific officer,primary,17322.256960357267
32261,Grace,Garcia,Production engineer,primary,19267.483137769126
32262,Arthur,Davis,Health visitor,primary,19893.395883895188
32263,Lisa,Zamora,Historic buildings inspector/conservation officer,primary,16602.844920137115
32264,Anita,Martin,Legal secretary,secondary,21535.397127096312
32265,Elizabeth,Perry,Textile designer,secondary,19661.548574161665
32266,Kyle,Ruiz,Land/geomatics surveyor,secondary,22041.054751092306
32267,John,Flynn,Medical sales representative,secondary,22988.66074884756
32268,Adam,Mercado,"Designer, jewellery",secondary,22637.1041003358
32269,Randy,Adkins,Psychotherapist,primary,19746.63979497958
32270,Rachel,Newman,Firefighter,primary,18160.891617366033
32271,Jerry,Taylor,Technical brewer,tertiary,30425.49451777942
32272,Craig,Cooper,Conference centre manager,primary,17316.35993815036
32273,Eric,Williams,Materials engineer,secondary,21800.791315084633
32274,Kyle,Frank,Financial risk analyst,primary,18635.25576705121
32275,Adriana,Chavez,Primary school teacher,tertiary,29731.172534738034
32276,Melissa,Smith,"Editor, film/video",secondary,22527.60795529643
32277,Wesley,Snow,Psychiatric nurse,secondary,21459.28874060295
32278,Jordan,Martinez,Child psychotherapist,tertiary,28890.20855969019
32279,Christopher,Anderson,Ecologist,primary,18225.47288717965
32280,Erica,Brown,Retail manager,primary,19678.708185006744
32281,Tina,Frost,"Production assistant, radio",primary,16699.809526289468
32282,Leonard,Charles,"Doctor, hospital",tertiary,30350.00441144009
